Class;mean_psDelta;std_psDelta;peak_psDelta;min_psDelta;peak_frequency_psDelta;Q1_psDelta;Q2_psDelta;Q3_psDelta;Q_range_psDelta;amplitude_psDelta;spec_centroid_psDelta;kurtosis_psDelta;skewness_psDelta;coef_var_psDelta;flatness_psDelta;1st_moment_psDelta;2nd_moment_psDelta;rms_psDelta;crest_factor_psDelta;line_length_psDelta;nonlinear_energy_psDelta;Hurst_exponent_psDelta;Hjorth_activity_psDelta;Hjorth_mobility_psDelta;Hjorth_complexity_psDelta;Shannon_entropy_psDelta;Renyi_entropy_psDelta;spectral_entropy_psDelta;approx_entropy_psDelta;mean_psTheta;std_psTheta;peak_psTheta;min_psTheta;peak_frequency_psTheta;Q1_psTheta;Q2_psTheta;Q3_psTheta;Q_range_psTheta;amplitude_psTheta;spec_centroid_psTheta;kurtosis_psTheta;skewness_psTheta;coef_var_psTheta;flatness_psTheta;1st_moment_psTheta;2nd_moment_psTheta;rms_psTheta;crest_factor_psTheta;line_length_psTheta;nonlinear_energy_psTheta;Hurst_exponent_psTheta;Hjorth_activity_psTheta;Hjorth_mobility_psTheta;Hjorth_complexity_psTheta;Shannon_entropy_psTheta;Renyi_entropy_psTheta;spectral_entropy_psTheta;approx_entropy_psTheta;mean_psAlpha;std_psAlpha;peak_psAlpha;min_psAlpha;peak_frequency_psAlpha;Q1_psAlpha;Q2_psAlpha;Q3_psAlpha;Q_range_psAlpha;amplitude_psAlpha;spec_centroid_psAlpha;kurtosis_psAlpha;skewness_psAlpha;coef_var_psAlpha;flatness_psAlpha;1st_moment_psAlpha;2nd_moment_psAlpha;rms_psAlpha;crest_factor_psAlpha;line_length_psAlpha;nonlinear_energy_psAlpha;Hurst_exponent_psAlpha;Hjorth_activity_psAlpha;Hjorth_mobility_psAlpha;Hjorth_complexity_psAlpha;Shannon_entropy_psAlpha;Renyi_entropy_psAlpha;spectral_entropy_psAlpha;approx_entropy_psAlpha;mean_psBeta;std_psBeta;peak_psBeta;min_psBeta;peak_frequency_psBeta;Q1_psBeta;Q2_psBeta;Q3_psBeta;Q_range_psBeta;amplitude_psBeta;spec_centroid_psBeta;kurtosis_psBeta;skewness_psBeta;coef_var_psBeta;flatness_psBeta;1st_moment_psBeta;2nd_moment_psBeta;rms_psBeta;crest_factor_psBeta;line_length_psBeta;nonlinear_energy_psBeta;Hurst_exponent_psBeta;Hjorth_activity_psBeta;Hjorth_mobility_psBeta;Hjorth_complexity_psBeta;Shannon_entropy_psBeta;Renyi_entropy_psBeta;spectral_entropy_psBeta;approx_entropy_psBeta;mean_psGamma;std_psGamma;peak_psGamma;min_psGamma;peak_frequency_psGamma;Q1_psGamma;Q2_psGamma;Q3_psGamma;Q_range_psGamma;amplitude_psGamma;spec_centroid_psGamma;kurtosis_psGamma;skewness_psGamma;coef_var_psGamma;flatness_psGamma;1st_moment_psGamma;2nd_moment_psGamma;rms_psGamma;crest_factor_psGamma;line_length_psGamma;nonlinear_energy_psGamma;Hurst_exponent_psGamma;Hjorth_activity_psGamma;Hjorth_mobility_psGamma;Hjorth_complexity_psGamma;Shannon_entropy_psGamma;Renyi_entropy_psGamma;spectral_entropy_psGamma;approx_entropy_psGamma
0;23759.984470658514;13495.969846267326;56220.9175769469;5584.792396182723;1.3983719794971932;12814.355419377349;22377.37179392128;30076.956530349467;17262.60111097212;50636.125180764175;2.1521856114980293;-0.06738176851425326;0.7603357058076629;1.7605244188679021;0.003102404907828975;3579512.769501751;100872030113.61673;3266.011250390233;17.21393873650296;260613.8346216898;9831824416.160269;0.49337644044940665;182141202.09135693;0.3813228058667392;1.348870954925409;6.129283016944968;1.845098040014257;-7391727.788016799;0.01459879942115272;10105.938728485804;2672.0375040428926;16738.123236501306;3429.9790159949102;7.924107883817428;8147.244727693795;9860.750144436517;11956.138119162813;3808.8933914690188;13308.144220506396;5.930202208898774;-0.15899326345804266;0.21922928546308004;3.7821096123071407;0.005338940746057919;5573514.195871583;59982288420.45837;1083.9482886870287;15.441809735016012;166263.42457602697;2920002258.258827;0.5351853824609032;7139784.4230117705;0.9150741429814908;1.6346534952166416;6.539158811108034;1.9684829485539348;-3778224.696851995;0.010929070532188057;10121.074022498071;4190.913211888459;21053.49562587434;3936.0629300503897;8.220732243104711;6895.742697287608;9227.29913833812;13030.686670395455;6134.943973107846;17117.43269582395;9.764652275934075;-0.33378346843153883;0.647921490690118;2.415004441940575;0.005223154204954928;9289904.237936206;107631282783.9581;1129.8648616164685;18.633640483122598;132290.6797776245;2146623722.0586054;0.5097268296568871;17563753.549581237;0.46204566284853105;1.518198205442504;6.554588851677637;1.9731278535996983;-3844969.341420987;0.010810916104217583;6658.952542693144;6040.591123094362;39501.16599722687;515.3840923073406;22.96720039052966;2648.9400500042816;5186.482883143597;8587.414289436922;5938.47423943264;38985.781904919524;20.430844635534807;7.043639578181567;2.322807362602027;1.1023676999482162;0.005908656736543703;57548314.50527398;729606541762.113;437.13658349470467;90.36344128746518;483568.29296122666;8753471903.640945;0.4887685195386162;36488741.11640641;0.3320718371207138;1.5233538452313025;8.724513853119952;2.6263403673750423;-11165784.690046873;0.0023724803536309125;717.5477435075672;543.7980661823775;2753.5234398105904;6.3042534823696466;34.662675128142546;313.70982598730717;556.1311755666712;985.2655492028994;671.5557232155923;2747.2191863282205;41.20076626873239;0.944890555817619;1.1657158988736354;1.319511392427273;0.021067193091346043;20901406.42490651;22445663634.825905;33.860331753736844;81.3200372588408;72750.24645292402;83022357.38116543;0.5867316751509616;295716.3367836934;0.3014076771844564;1.0968629044615013;9.4655664048094;2.8494194137968996;-1507821.4406746116;0.01625487303868578
0;32459.59803773949;13699.86628285888;65170.55256976806;3644.4552657652844;1.440746887966805;24137.38699157221;33503.37485346466;39904.95510961135;15767.56811803914;61526.097304002775;2.4025116878584383;-0.3134693191028508;-0.013988618124751278;2.369336850999238;0.002650282702493968;5458919.456819917;202493375710.23816;4211.059997095803;15.47604465733415;575093.0563808178;31359871396.599068;0.531354938012467;187686336.16821358;0.813850144534728;1.6463887482784691;6.129283016944968;1.845098040014257;-10348565.368650492;0.01459879942115272;9632.002058564458;2025.9765392226043;15562.4989622365;5442.15743221898;7.542733707590921;8379.001971480076;9561.404080250288;10935.864032139158;2556.862060659081;10120.341530017518;5.982750921798597;0.07541611630565459;0.26271154723329637;4.7542515286284575;0.005521949978261011;5359205.835101752;54147314933.712555;1020.6472993200729;15.247675639374942;142224.90106892015;2287974929.563617;0.5685084536808519;4104580.9374804003;1.0021766746284875;1.6718193767486185;6.539158811108034;1.9684829485539348;-3577154.5025051935;0.010929070532188057;10469.588947224325;8288.914988829338;35704.75759080502;2874.819548711133;10.932726385159874;4854.071704141315;6866.616416154224;12258.740989275348;7404.669285134032;32829.93804209389;10.454981082211862;1.0748882715160288;1.4559691907437602;1.263083161226023;0.004765624958144103;10289179.311885884;180142438912.68933;1377.3177927757306;25.92339820053341;180860.0834897;5287617877.294224;0.4615812758764347;68706111.69203965;0.37392105403358067;1.6970536529842557;6.554588851677637;1.9731278535996983;-4067985.399336366;0.010810916104217583;9716.910910444814;5329.826828199581;30178.152386417154;1712.156842008872;21.73832804491091;6220.525379554325;8279.41870928976;12045.4940637295;5824.968684175175;28465.99554440828;21.166079591094544;1.4508328005912983;1.2615502396666363;1.8231194415236178;0.005218951451468727;86997948.80735111;1106996579560.1511;538.8574982792893;56.00395741505642;673622.4925251369;12431776360.481304;0.4726882503978609;28407054.018596;0.46871705387937784;1.4580212991539316;8.724513853119952;2.6263403673750423;-16634138.150964987;0.0023724803536309125;1613.6015368052074;1629.5869845015861;11107.103505609768;86.83692726601588;32.67105443007079;534.4720311760221;1101.320095984967;2097.221991403625;1562.749960227603;11020.266578343751;38.90098265480583;8.503852142443378;2.492473908881037;0.9901904913033729;0.012717587633289831;44378874.574284375;130794391463.034;86.24874112716866;128.77989128250582;152571.51357534656;589705072.3890461;0.5149824404642923;2655553.7400569725;0.2373855390223109;1.2593205179738531;9.4655664048094;2.8494194137968996;-3853177.3706126083;0.007993032363144081
0;32955.96543819027;15176.460471973407;85600.1410845142;8911.697763225979;1.1864974371491337;24294.03839413868;29774.447244162737;37572.617792981044;13278.579398842365;76688.44332128821;2.220865990382065;1.9359720042952118;1.3723639484902745;2.17151854999725;0.0026674547214273416;5123354.797531849;178830606825.20444;4336.589526378277;19.739046216809815;395139.69675307453;19851134561.797333;0.52213555932424;230324952.4573713;0.5179397586680745;1.4271138244689643;6.129283016944968;1.845098040014257;-10518603.610834101;0.01459879942115272;15561.747509550667;9332.756030148648;43088.61622981489;2942.7410608164764;4.110366121552356;8886.2359998469;12498.667931215723;19260.418178301938;10374.182178455038;40145.87516899841;5.564933172587261;0.810519700536839;1.220152611428234;1.6674332275781998;0.003957881943781187;8053807.89935729;157089522011.0296;1881.6268432101667;22.89966067677009;367186.35188946745;12790673741.5815;0.5268889773635645;87100335.11827596;0.5942656827029407;1.7073242093024568;6.539158811108034;1.9684829485539348;-6168566.527979488;0.010929070532188057;7743.073765608609;3787.390704401073;17828.917403635798;2144.5990121215173;9.407229680253845;4228.491316623038;7811.866796704197;10262.083528465537;6033.592211842499;15684.31839151428;9.697261998314733;-0.7746436116254767;0.4061637513945212;2.0444349078142117;0.005953758279892592;7058141.807874109;66756139767.72668;889.0559162430718;20.053763861081258;97587.64174334788;1238838157.3999245;0.46105579566008675;14344328.347783655;0.37626524672669875;1.4705739326696876;6.554588851677637;1.9731278535996983;-2868863.543991894;0.010810916104217583;8147.094004066207;8656.16579135411;53679.137329327656;383.3780497237116;23.22144984134733;3152.5937905189803;5108.8927411973655;9271.376706910913;6118.782916391932;53295.759279603946;21.858797541664995;8.704823993881568;2.727987098109694;0.94118969072931;0.005204754791532986;75330241.95803772;1370412339067.2153;577.9730353524845;92.87481257078147;575631.994980011;13233239181.713612;0.4874710328240211;74929206.20740913;0.2811138347637831;1.5618629304923395;8.724513853119952;2.6263403673750423;-14066707.974579204;0.0023724803536309125;779.3403346215597;563.8612316753383;2810.5792047633217;19.052352648536573;31.103182816695146;324.12339920828526;638.4670029393817;1168.925775620289;844.8023764120037;2791.526852114785;40.85376508537536;0.25837932647632833;0.915411500332499;1.3821491722457886;0.020192694550769334;22510163.77519623;25322858891.863155;36.177130744478305;77.68938959296264;82782.52971406572;117875611.04571119;0.5644503511567119;317939.4885864295;0.33901577359651985;1.2548249784093102;9.4655664048094;2.8494194137968996;-1654280.1403767897;0.028777556198011034
0;18432.36174422091;5550.398212081058;36296.868727322544;9006.654986377715;1.016997803270686;14838.94269772204;17152.35580040347;20264.261583997835;5425.318886275796;27290.21374094483;2.3534733089763473;1.536262339732164;1.3239947076598926;3.320907985322716;0.003797179040865848;3036604.9970494434;56616226332.83288;2300.803834012587;15.775733763456506;143781.84280031986;3819202086.7123585;0.4762828484243183;30806920.3126726;0.5209032739844042;1.4191870127264825;6.129283016944968;1.845098040014257;-5527037.353907246;0.01459879942115272;8512.332922347021;4382.110019868047;18399.02849525129;2221.5496927815934;5.593487917988773;4309.317157169122;7586.49936868272;12312.170938604007;8002.853781434886;16177.478802469695;5.84303403117614;-0.9122632947897467;0.5261163152053523;1.9425192164854277;0.005622952150229142;4625620.138347646;49097919877.712875;992.784181070529;18.532757517763258;103921.06651749348;1320285750.9819775;0.5486471486725045;19202888.226227935;0.3770684552560697;1.282929490447631;6.539158811108034;1.9684829485539348;-3156346.644638429;0.010929070532188057;9323.972404309172;3806.824686168895;21120.49495095491;2944.2515260946193;10.466602391994144;6561.021262414968;8463.213849068783;11035.185828317273;4474.164565902305;18176.24342486029;10.118971449297048;0.4265038960504808;0.9829309569055791;2.4492781183713017;0.005491757132528458;8868806.992004378;97549487239.25357;1038.7614125524271;20.332383062880613;133985.1493541221;2089074299.8787332;0.5249113115477424;14491914.191224907;0.5437409380783248;1.534853867854904;6.554588851677637;1.9731278535996983;-3508875.0353499977;0.010810916104217583;8962.157113082287;5553.267303634048;31233.87741345763;971.4658838704111;22.034952404198197;4372.829981395831;7810.33918540619;12537.386422309395;8164.556440913564;30262.411529587218;20.61601714603936;0.7729671005607055;0.9155455431048665;1.6138530027570377;0.005290619619802926;78155165.5318237;971568431866.0532;512.6278606926774;60.92895023546618;668780.6530393597;10419634730.476416;0.5276001886421948;30838777.74561098;0.4154484827099263;1.539057280859386;8.724513853119952;2.6263403673750423;-15291006.747936452;0.0023724803536309125;2494.2457583570363;1766.37973583154;10109.488546342856;215.77275753066283;32.58630461313156;1150.6131538209283;2051.1661172594286;3581.743300807597;2431.1301469866685;9893.715788812193;41.561493634820515;1.0319222978951714;1.1096571178170378;1.4120665606384157;0.01064188457676356;73290857.50121126;262025112718.6822;114.94638855044462;87.94959697151575;297461.6507530599;1753178702.2766924;0.5549302544521488;3120097.3711563013;0.39148724972547183;1.568523998201564;9.4655664048094;2.8494194137968996;-6170877.312707135;0.0025097448122837207
0;32902.58343784821;16812.157886540394;85246.00596850285;10647.367204497901;1.2288723456187456;19066.75826563258;26532.988754687773;48185.024827703695;29118.266562071116;74598.63876400495;2.118961195813833;-0.2552986553348102;0.7507190252969504;1.9570708091071172;0.0026311805328830904;4880350.828277907;176151503829.58194;4416.250267375392;19.30280233397306;420777.7009156376;24208947784.47697;0.5260447278064719;282648652.8019623;0.48728352524472696;1.5785289559179168;6.129283016944968;1.845098040014257;-10529057.613823233;0.01459879942115272;7954.794850281011;3782.4825598215234;16511.070871225755;1968.4846620018184;4.19511593849158;5153.143978998958;7897.732116720108;9997.924179096828;4844.78020009787;14542.586209223937;5.715547705064158;-0.5360641060303957;0.5266392397779355;2.1030618712638187;0.0058870629534898905;4228338.878922523;39272896325.757805;913.3769047691717;18.076952444290704;134206.54151627453;1803506835.0566702;0.526310411273269;14307174.315353986;0.49819304644766726;1.4921356231283787;6.539158811108034;1.9684829485539348;-2922020.08758183;0.010929070532188057;4883.66309874888;2755.497521460124;10755.997013947563;866.7024918006998;9.873353673419576;2299.1011368192158;4908.521232937637;7006.660099154813;4707.558962335597;9889.294522146864;9.591064364329725;-1.1307342055223122;0.2761313180173592;1.772334418998516;0.007519356963917184;4402915.548697432;27997777501.353245;578.3591228902385;18.59743641666191;68162.89583923345;665091567.9387199;0.5243212327477278;7592766.590772886;0.385134797856068;1.5099893678658807;6.554588851677637;1.9731278535996983;-1726624.1128115663;0.010810916104217583;7789.068093963235;7323.523849031906;33317.31027295295;644.7180039960531;24.068948010739568;3257.449848844609;4720.317731177451;8984.382414977423;5726.932566132814;32672.592268956898;21.472983939227852;1.670868798004423;1.62939590584514;1.0635683387571502;0.00535747664527828;70748667.91720402;1082334371185.4674;519.8280842834251;64.09294010899842;564118.2193276519;10887494621.625494;0.5250460943038958;53634001.56733911;0.30833699570395445;1.436727096657849;8.724513853119952;2.6263403673750423;-13333691.099921146;0.0023724803536309125;919.0339808720404;756.5057109458832;3533.1904419804837;36.881308357956826;32.58630461313156;338.99635460573074;656.6843151408679;1295.2418454979438;956.2454908922131;3496.309133622527;39.57702941461846;0.9618079243424869;1.2131358698052428;1.214840770630724;0.017918004617701877;25715452.870062694;36657119517.31281;44.76758066062359;78.92297036922943;85881.4476381728;169448131.11796433;0.5168522928975906;572300.890693736;0.266187715927903;1.2802386111400528;9.4655664048094;2.8494194137968996;-2013430.2361493984;0.02092041197781036
0;18437.55967801301;15232.883866134362;74246.11200292481;2714.9047042194393;1.0593727117402978;8675.792155042676;13987.230914412936;19943.316429159666;11267.52427411699;71531.20729870537;2.080401659088285;3.4678820233691496;1.9247675496701264;1.2103787989221964;0.0034288030652061758;2685027.0820574276;64101856136.13246;2858.5319852765283;25.973511013815855;285029.9206604465;14473389460.05463;0.5115061651986444;232040750.87913656;0.48149673573983;1.7157393745726903;6.129283016944968;1.845098040014257;-5658493.623553791;0.01459879942115272;7540.062916876065;3853.2755125757217;17626.646959898713;1778.7230040553509;5.212113741762265;4370.6742399310615;7182.816167052367;10131.570359056936;5760.896119125874;15847.923955843362;5.70303324083639;-0.10243091542571792;0.6433607655849727;1.9567930951908266;0.006016300426734749;3999114.3391236053;36844736287.05314;878.0494081076084;20.074778021760817;116947.52460221923;1395975265.99805;0.625034311052785;14847732.175815692;0.4751199413002416;1.3518621606794785;6.539158811108034;1.9684829485539348;-2758454.4499456603;0.010929070532188057;5388.676422119899;3159.277947414825;14494.217987892727;1117.9250050713238;9.449604588723457;3420.5608491203325;4464.207949322319;6197.555719044727;2776.9948699243946;13376.292982821404;9.8259560986899;1.5268176805837763;1.4809533555715018;1.7056670896998305;0.0072736078606013025;4977196.407656777;35726352444.268715;644.2781770960901;22.49683211873092;80964.53024677254;904435375.9919537;0.47889032640323903;9981037.14902163;0.4405676723575351;1.5213561134273885;6.554588851677637;1.9731278535996983;-1922833.2335363955;0.010810916104217583;8186.540885674455;4994.558562451684;27341.803715054528;514.7066514786808;22.670576031242373;4505.808314298479;6791.284233184217;11792.597078880804;7286.788764582326;26827.097063575846;20.16320154026648;0.42008932450996284;0.8391304900644336;1.6390919804644195;0.005546621949397171;69823287.61549045;777740587861.1289;466.27406714218176;58.63891140812072;645172.6567146175;11875987610.43504;0.5042241169852361;24945615.233759437;0.47914616269472016;1.6596191700134184;8.724513853119952;2.6263403673750423;-13827836.19912946;0.0023724803536309125;1079.3359849577546;887.1064710946246;6326.354544032538;76.36798677109314;31.399807175982428;502.75163251760443;876.1664402354985;1345.5441805997875;842.7925480821831;6249.986557261444;41.33534161290274;8.194938708278602;2.3987537841627176;1.2166927196753878;0.017028577590501696;31542608.208902635;52341697992.24684;52.54383311233345;120.40146615317207;100438.69477915377;216409466.2672901;0.5431269356451852;786957.8910579579;0.27354209442856947;1.2146820000870817;9.4655664048094;2.8494194137968996;-2403458.1092252536;0.019774570842916894
0;23533.60964749416;11325.155798650512;59094.90784304937;7514.701506933108;1.016997803270686;16291.201017442952;20637.940220623947;29514.35162371701;13223.15060627406;51580.20633611626;2.3110285682832292;0.9266161593203961;1.051362919891785;2.0779943398481446;0.0032067593650353717;3807079.094712937;100769457842.82455;3121.5608204512446;18.931205009968945;369139.22452266514;18470459544.612698;0.4959523291720662;128259153.86370732;0.7077948896258603;1.806126185136128;6.129283016944968;1.845098040014257;-7279095.5853770375;0.01459879942115272;8988.677492940133;6480.6865412650795;30298.03809061835;1830.3735396014733;4.0256163046131315;4479.6188363328965;7302.102938911407;10057.635819151688;5578.016982818792;28467.664551016875;5.337159888537246;1.9422790998002135;1.580046284934575;1.3869946394885309;0.005279208798795219;4461582.833867538;54607453655.792786;1149.079206485171;26.367232058175226;130192.21449606022;2549416754.153951;0.5297719145986123;41999298.046134345;0.33414309614432275;1.621013757601962;6.539158811108034;1.9684829485539348;-3384583.3863874623;0.010929070532188057;6813.267415450433;2288.6289333550917;12039.58680490987;2553.5978066011985;9.407229680253845;4944.929568717072;6566.529974514682;8718.128389741476;3773.1988210244044;9485.988998308672;10.143138904048651;-0.6729079426233904;0.2679775038590585;2.977008337241589;0.006606280846879854;6496144.271822175;49702902852.697655;741.3216724276602;16.240705287197333;129536.06106518251;1661466064.624642;0.5035817674721691;5237822.394590064;0.8417047228905434;1.7174106065115422;6.554588851677637;1.9731278535996983;-2470975.440668236;0.010810916104217583;9161.989843924246;5211.191141831267;26032.979208059616;532.1981115412875;19.95858188918721;5333.508359946569;8664.87924755357;12039.51229619667;6706.003936250101;25500.781096518327;20.016350814093087;-0.02770101818827131;0.6776700368163641;1.7581373614141944;0.005266349130698642;77573802.01449463;923791942049.0247;512.488415407032;50.79720521562137;642656.4486836481;11460699547.29967;0.47730360400904925;27156513.116700657;0.4351596315556823;1.5103169232589686;8.724513853119952;2.6263403673750423;-15629654.532535622;0.0023724803536309125;1963.1528737915921;1280.626870373896;6887.50536457875;82.22369341241165;49.409143275567494;933.5551016507281;1763.2487822106443;2846.805826428395;1913.2507247776668;6805.281671166338;42.31455385645806;0.2633195376862667;0.7385615540759197;1.532962425830112;0.012187325472221015;58730446.17060593;162292438119.0874;88.15229193187638;78.131892133915;194391.97426692548;710584320.2000217;0.5624265871463421;1640005.1811236397;0.3613898804372647;1.3026655003514445;9.4655664048094;2.8494194137968996;-4700555.982714304;0.0014174346809738836
0;13345.8077925889;7032.883268046738;35245.38972979154;2755.1478136925193;2.8391188674639984;9014.68928257315;12339.812489626029;15469.546463708502;6454.857181135352;32490.24191609902;2.420499301710295;0.6349130124364035;1.0029072239166255;1.8976296468938076;0.004355734547420039;2261246.2909904867;38931803298.55491;1803.0610190874938;19.547530203735857;153256.4127795677;3928308394.815958;0.4909564776287016;49461447.06197176;0.5293682438940618;1.5700016719707577;6.129283016944968;1.845098040014257;-3907473.0536155216;0.01459879942115272;3981.094507980897;1965.678878693701;8832.983848429725;889.1297766854502;5.678237734927997;2580.750318539798;3408.170260079841;5744.89596854465;3164.1456500048516;7943.854071744275;5.971119512571969;-0.5335239533982179;0.7034883987731936;2.0253025817861703;0.008706913019956667;2210757.972113799;10934703900.685154;460.3996269677285;19.18547134063788;88329.10736864101;620396697.3862092;0.5128632773692589;3863893.4541425263;0.7598026661281124;1.6381136035860233;6.539158811108034;1.9684829485539348;-1351842.797593488;0.010929070532188057;4566.901493328593;2131.308642090782;10332.45874777229;1480.3582487349674;11.05985111056871;3116.904556317435;4190.975875338202;5480.670749725188;2363.7661934077532;8852.100499037324;10.314724606102962;0.32718701129259653;0.9459836497368981;2.142768721121747;0.008126880006816698;4427995.13344717;25286136667.74162;519.8103764080375;19.8773614701019;76132.89890640038;675360314.4376186;0.5336403368239315;4542476.527850853;0.5500327792885756;1.5928804740270675;6.554588851677637;1.9731278535996983;-1590159.1959738168;0.010810916104217583;3999.4419009123585;3033.1210065832665;15020.006814817398;634.6444251302848;24.662196729314136;1851.9568449633066;2785.5911792519755;5072.061733546021;3220.1048885827145;14385.362389687112;22.116589016941067;1.3597757768856127;1.4146955211643018;1.318589628383349;0.008219083618921324;37416047.42269595;243049892013.51642;244.05633655403264;61.54319542320941;267077.0502054947;2208986089.8888493;0.48443194913522986;9199823.040576689;0.3134728915596905;1.4668808174655106;8.724513853119952;2.6263403673750423;-6275683.053821547;0.0023724803536309125;691.7132263501294;487.6231282786985;2957.194653825078;58.184158287051694;33.264303148645354;327.120752282786;584.9107330502991;945.2292280055688;618.1084757227827;2899.0104955380266;41.14162048047607;2.385350729907393;1.3359501318382634;1.4185406438613064;0.022067936561108552;20119949.549154624;19572035029.84245;31.828827520053075;92.90931788052704;67662.97510305292;86282316.14040792;0.5206995923481699;237776.31523230407;0.3155096441685583;1.3144958309548702;9.4655664048094;2.8494194137968996;-1437576.2918402152;0.02288678695812507
0;20825.499955918465;13077.666659839777;53972.68004459121;3448.0243617555025;2.8391188674639984;11186.468959019943;18889.639122841476;28329.18941724314;17142.720458223193;50524.655682835706;2.3457931279502455;-0.36899218696302505;0.7275471569669884;1.5924476818079114;0.003270926151357169;3419662.027790517;99870282528.20337;2939.2098395896537;18.362989711590785;235669.0694663758;9687484218.027403;0.527081963569599;171025365.26588485;0.38174264230712207;1.4774193059000342;6.129283016944968;1.845098040014257;-6418662.118781203;0.01459879942115272;6226.65192916493;3099.012818840442;13871.228196029266;1802.3544354392238;5.042614107883818;3706.959859911095;5473.900234787895;8397.57473171307;4690.614871801975;12068.873760590042;5.894537442772174;-0.6502161456488071;0.6714419194673689;2.0092372291298743;0.006757825007308179;3413400.663380221;26276839048.73018;721.2226379768058;19.232935109942236;84432.9309239711;805334585.9270797;0.5760075069298146;9603880.45133738;0.4251295195800025;1.3235314270047707;6.539158811108034;1.9684829485539348;-2227325.4638031446;0.010929070532188057;5210.868670146473;2522.068418742043;13257.368133632135;1006.6858874722318;11.653099829143276;3282.962017606854;4898.809177663061;6176.477022026751;2893.515004419897;12250.682246159904;10.176095807853066;0.6308604829801352;0.9714790737436813;2.0661091631865998;0.007505566629196488;4984472.089977738;32853725922.01443;597.1027692856715;22.202824732319105;83133.71207094271;772266182.5660799;0.4955992837696869;6360829.1088159885;0.5213671296808128;1.54660437069917;6.554588851677637;1.9731278535996983;-1844215.70595674;0.010810916104217583;1990.5065764516294;1634.246693857481;10156.325490038676;261.03086472911997;12.034474005369784;911.3870999791662;1405.0234925019763;2361.7397819432863;1450.3526819641202;9895.294625309556;18.073601968864704;3.52683357159781;1.8812653427815018;1.2179963918135466;0.012129270109468359;15217688.773999192;44189994937.21274;125.22205984782637;81.10651990856044;134210.1753815763;628195321.5454435;0.5487999799953667;2670762.256384107;0.35774575090278815;1.4002982109450217;8.724513853119952;2.6263403673750423;-2876479.3528449577;0.0009125773741418541;376.48447788766094;304.8591423330503;1787.3045104933196;25.04487491695114;31.526931901391265;146.01629547999624;273.7853616733441;564.4992731803314;418.4829777003352;1762.2596355763685;40.218996207509015;1.9575468855457636;1.3474166366062534;1.2349456703396546;0.03003296065639515;10705272.246363342;6243548209.372164;18.219146043051282;98.10034489377131;37596.93627510147;28556463.14076985;0.5255215409566243;92939.09666404301;0.28735565182651945;1.2501893733287313;9.4655664048094;2.8494194137968996;-719960.6832183797;0.09577509899785497
0;43618.65405703681;31319.155188209148;146584.83121469276;4879.813415263701;1.016997803270686;21147.063784101632;32106.885321008413;59902.172999207774;38755.109215106146;141705.01779942907;1.9658672446652534;0.9300637593972594;1.2214020864780182;1.3927148990742286;0.00212199788829753;6002393.828697967;320754740389.0723;6418.13998806795;22.839145217650376;575681.9562513595;55609565858.20127;0.5524153787143982;980889481.703128;0.3792708763269951;1.6190458115496922;6.129283016944968;1.845098040014257;-14476351.423741963;0.01459879942115272;10099.909913036532;5527.640250652833;25281.776576941615;1768.1401309339694;4.703614840126923;5650.039759897592;9082.934785854086;14923.370819341642;9273.33105944405;23513.636446007644;5.544195509477516;-0.7892976587358094;0.4794257243312248;1.8271648397964573;0.005036344220520109;5207616.392296568;64157926349.20495;1193.9047123956534;21.175707168633213;158594.23212896567;3048579429.0182724;0.49374330909847497;30554806.740637314;0.4474417561611734;1.5474008927973821;6.539158811108034;1.9684829485539348;-3823079.7752638073;0.010929070532188057;3967.9077735341198;1609.7406502455776;8127.653573792975;1165.4879036606562;11.907349279960949;2971.2027177760315;3715.86416596083;4978.498266476598;2007.295548700566;6962.165670132319;9.96244072327031;-0.5311510342027841;0.26323299945028;2.4649360584444375;0.008835504557653176;3715824.3229882913;17154746092.765976;441.6549758160069;18.402721623992182;48255.95573119019;253299935.90603465;0.5860796015618089;2591264.9610530552;0.4261712733519239;1.2538090251517138;6.554588851677637;1.9731278535996983;-1355997.535955952;0.010810916104217583;3086.1395848510724;1963.616763903503;10800.645494285747;298.3670754903402;22.458701488894313;1543.2800445331245;2761.6099040089275;3869.613983903594;2326.3339393704696;10502.278418795408;20.069263744926104;0.9244359469325878;1.084144978701801;1.5716608462417532;0.00968487466702224;26199160.346299928;109682333739.5333;177.8519607296597;60.72829025879029;211008.26166031515;1349262854.2494001;0.5404346233897859;3855790.7954828655;0.39619148279826055;1.4886514481481723;8.724513853119952;2.6263403673750423;-4663050.074341189;0.0023724803536309125;585.0947447524657;604.5426201118157;3088.9186642042287;13.176617421481518;38.81541615816452;134.27091266805482;370.73624494458545;777.0874586646926;642.8165459966377;3075.7420467827474;38.563844497242044;2.354668043334388;1.6423460266055596;0.967830431284145;0.021399572109485142;15952396.446220841;18074722894.76983;31.64083355038616;97.62444024381685;63327.092250313326;95820327.64172798;0.5076122600375341;365471.77953165915;0.3045628124500901;1.2513060056677199;9.4655664048094;2.8494194137968996;-1225850.9918152262;0.051068597366443313
